student_id,department,course,semester,enrollment_status,gender,year,age,gpa,credits,tuition_fee,scholarship_amount,enrollment_date
STU01115,Physics,Relativity,Fall 2023,Dropped,Female,Senior,25,2.92,4,5688.63,1521.68,2023-08-19
STU01116,Biology,Microbiology,Spring 2024,Enrolled,Female,Senior,18,3.12,3,6734.13,2175.24,2024-01-27
STU01117,Mathematics,Differential Equations,Fall 2023,Enrolled,Female,Junior,23,2.65,1,24539.31,2752.3,2023-08-21
STU01118,Psychology,Intro to Psychology,Fall 2023,Completed,Female,Freshman,27,3.25,2,14762.35,7201.63,2023-08-25
STU01119,Economics,Game Theory,Spring 2025,Enrolled,Female,Sophomore,27,4.0,1,9303.11,3502.44,2025-01-10
STU01120,Chemistry,Organic Chemistry,Fall 2023,Completed,Female,Senior,20,2.56,1,9096.05,4355.18,2023-08-20
STU01121,Psychology,Developmental Psychology,Fall 2023,Completed,Female,Freshman,22,2.38,3,9069.76,5194.54,2023-09-01
STU01122,History,US History,Spring 2024,Waitlisted,Male,Junior,25,2.82,1,11776.26,2862.68,2024-01-09
STU01123,Mathematics,Calculus I,Fall 2024,Enrolled,Male,Freshman,21,3.82,2,22010.08,9783.96,2024-08-13
STU01124,Chemistry,Analytical Chemistry,Fall 2024,Enrolled,Non-binary,Sophomore,26,3.76,1,16861.12,4949.35,2024-08-24
STU01125,Computer Science,Databases,Spring 2024,Enrolled,Male,Junior,19,2.68,3,6169.16,1110.19,2024-01-17
STU01126,History,World History,Spring 2023,Enrolled,Female,Sophomore,18,3.47,4,8360.4,1779.75,2023-01-25
STU01127,Psychology,Developmental Psychology,Spring 2024,Enrolled,Male,Senior,28,3.16,4,22686.87,2065.54,2024-01-24
STU01128,Mathematics,Statistics,Spring 2023,Completed,Female,Freshman,23,2.78,3,20913.2,972.25,2023-01-18
STU01129,Psychology,Developmental Psychology,Fall 2024,Enrolled,Female,Sophomore,21,2.98,3,18834.4,7473.6,2024-08-26
STU01130,Business Administration,Management,Spring 2024,Dropped,Female,Sophomore,25,3.1,3,11214.31,3461.79,2024-01-24
STU01131,Psychology,Cognitive Psychology,Spring 2025,Completed,Male,Graduate,33,3.38,4,19347.26,5149.04,2025-01-21
STU01132,Computer Science,Intro to CS,Spring 2025,Waitlisted,Female,Sophomore,29,2.02,1,14509.27,6589.48,2025-01-22
STU01133,Computer Science,Networks,Fall 2023,Enrolled,Female,Junior,23,2.62,2,5608.32,2445.93,2023-08-26
STU01134,Business Administration,Entrepreneurship,Fall 2023,Enrolled,Female,Freshman,27,3.01,3,21529.29,7203.98,2023-08-29
STU01135,Mathematics,Statistics,Fall 2024,Dropped,Female,Junior,24,3.11,4,10817.54,3046.7,2024-08-24
STU01136,Biology,Anatomy,Spring 2024,Dropped,Female,Junior,20,3.34,3,11098.06,1283.0,2024-01-11
STU01137,Economics,Econometrics,Fall 2023,Waitlisted,Male,Senior,21,3.0,3,21410.89,91.75,2023-08-24
STU01138,Computer Science,Algorithms,Fall 2024,Enrolled,Male,Freshman,26,2.76,2,8583.28,4589.34,2024-08-21
STU01139,History,Modern History,Spring 2025,Completed,Female,Graduate,31,2.61,1,8686.03,205.14,2025-01-14
STU01140,Mathematics,Discrete Math,Spring 2023,Dropped,Female,Freshman,18,3.59,3,20489.71,1652.7,2023-01-29
STU01141,History,Modern History,Spring 2024,Enrolled,Female,Freshman,25,2.89,1,20670.03,130.39,2024-01-21
STU01142,Economics,Econometrics,Spring 2025,Completed,Male,Freshman,25,3.07,3,22866.09,5938.41,2025-01-22
STU01143,English,American Literature,Spring 2023,Completed,Male,Sophomore,21,1.91,2,22748.49,12201.38,2023-01-30
STU01144,Economics,Econometrics,Spring 2023,Completed,Female,Graduate,33,2.85,2,23538.15,13587.05,2023-01-29
STU01145,Computer Science,Machine Learning,Spring 2025,Completed,Male,Junior,21,3.59,4,10254.42,2905.58,2025-01-20
STU01146,Physics,Optics,Fall 2023,Completed,Female,Graduate,27,3.16,2,24042.88,11881.69,2023-08-15
STU01147,Mathematics,Discrete Math,Spring 2023,Enrolled,Male,Graduate,22,3.72,2,12845.34,3449.37,2023-01-22
STU01148,Psychology,Social Psychology,Fall 2023,Completed,Non-binary,Graduate,27,3.27,3,6278.02,280.0,2023-08-26
STU01149,Psychology,Abnormal Psychology,Spring 2023,Completed,Female,Freshman,19,3.02,3,16417.08,8959.74,2023-01-26
STU01150,History,Ancient Civilizations,Fall 2023,Completed,Male,Junior,19,3.32,1,23752.8,9686.93,2023-09-05
STU01151,Biology,Cell Biology,Fall 2023,Completed,Male,Freshman,27,3.12,4,5283.93,816.79,2023-08-18
STU01152,Biology,Ecology,Spring 2023,Completed,Male,Sophomore,20,3.38,4,19663.21,11743.91,2023-01-30
STU01153,Mathematics,Calculus II,Fall 2023,Enrolled,Male,Freshman,23,4.0,1,13112.91,1330.92,2023-08-20
STU01154,Economics,International Economics,Spring 2025,Completed,Female,Junior,26,4.0,3,22066.34,6597.83,2025-01-14
STU01155,Biology,Cell Biology,Spring 2024,Waitlisted,Female,Junior,21,4.0,2,15303.34,9092.8,2024-01-19
STU01156,Mathematics,Differential Equations,Fall 2024,Completed,Male,Senior,19,3.31,1,12419.47,5753.83,2024-08-14
STU01157,Mathematics,Calculus I,Spring 2025,Enrolled,Female,Freshman,24,2.32,2,13636.14,6396.28,2025-01-08
STU01158,Computer Science,Networks,Spring 2023,Completed,Male,Freshman,23,2.51,1,20932.9,4244.96,2023-01-29
STU01159,Psychology,Intro to Psychology,Fall 2023,Enrolled,Male,Senior,18,3.39,2,9719.93,837.15,2023-08-21
STU01160,Business Administration,Business Ethics,Fall 2024,Completed,Male,Senior,29,2.73,1,15257.26,7733.58,2024-08-29
STU01161,English,Linguistics,Spring 2025,Dropped,Male,Junior,28,3.2,2,22359.59,7822.8,2025-01-07
STU01162,Mathematics,Calculus I,Spring 2023,Completed,Female,Sophomore,24,2.55,2,12775.37,1007.31,2023-01-18
STU01163,Psychology,Social Psychology,Spring 2024,Completed,Female,Sophomore,28,2.78,2,16991.95,5610.92,2024-01-21
STU01164,Physics,Mechanics,Spring 2023,Enrolled,Male,Junior,29,3.29,3,18802.46,9447.67,2023-01-21
STU01165,Business Administration,Entrepreneurship,Spring 2025,Enrolled,Male,Junior,19,4.0,3,10469.49,4626.3,2025-01-11
STU01166,English,Creative Writing,Spring 2024,Completed,Male,Sophomore,24,3.24,1,5985.89,1387.37,2024-01-08
STU01167,History,European History,Fall 2023,Enrolled,Female,Freshman,24,3.05,3,11414.67,1316.74,2023-08-20
STU01168,Biology,Evolution,Spring 2024,Completed,Male,Junior,29,2.1,3,24498.09,6042.9,2024-01-17
STU01169,Business Administration,Accounting,Spring 2024,Enrolled,Male,Freshman,29,3.68,4,17146.49,911.28,2024-01-09
STU01170,Biology,Cell Biology,Fall 2024,Completed,Male,Sophomore,23,3.59,2,14841.84,8784.77,2024-08-30
STU01171,Economics,Econometrics,Spring 2025,Enrolled,Male,Freshman,19,3.03,3,9351.76,750.64,2025-01-15
STU01172,Computer Science,Data Structures,Spring 2024,Completed,Male,Senior,20,3.7,2,6453.31,770.89,2024-01-23
STU01173,Business Administration,Accounting,Spring 2023,Enrolled,Male,Sophomore,18,3.51,2,7512.87,1306.01,2023-01-26
STU01174,Chemistry,Organic Chemistry,Spring 2024,Completed,Male,Freshman,21,4.0,2,9270.86,2287.0,2024-01-17
STU01175,Chemistry,General Chemistry,Spring 2023,Completed,Male,Freshman,26,2.81,3,12818.35,7509.94,2023-01-12
STU01176,Biology,Ecology,Spring 2024,Enrolled,Male,Sophomore,20,2.48,4,13887.91,2527.18,2024-01-23
STU01177,Mathematics,Calculus I,Spring 2023,Waitlisted,Female,Sophomore,23,2.43,4,13644.62,748.99,2023-01-23
STU01178,English,British Literature,Fall 2024,Waitlisted,Male,Freshman,28,2.69,2,17889.7,1962.83,2024-08-28
STU01179,Psychology,Social Psychology,Spring 2025,Enrolled,Male,Junior,20,2.75,2,8520.5,4428.44,2025-01-20
STU01180,Psychology,Developmental Psychology,Spring 2025,Enrolled,Male,Senior,28,3.45,1,21232.54,3744.36,2025-01-17
STU01181,Physics,Optics,Spring 2024,Waitlisted,Female,Junior,25,3.67,4,14159.26,3370.95,2024-01-23
STU01182,Psychology,Abnormal Psychology,Fall 2023,Completed,Female,Senior,20,4.0,4,14488.7,2901.59,2023-08-25
STU01183,Economics,Econometrics,Fall 2024,Completed,Female,Freshman,24,3.19,2,19289.19,5145.9,2024-08-22
STU01184,Biology,Genetics,Spring 2024,Enrolled,Male,Senior,24,2.46,4,10928.9,6096.03,2024-01-27
STU01185,Business Administration,Finance,Spring 2025,Enrolled,Female,Sophomore,26,3.06,1,16079.59,2874.6,2025-01-18
STU01186,Chemistry,Analytical Chemistry,Spring 2024,Enrolled,Male,Graduate,32,2.78,3,8271.08,1509.26,2024-01-21
STU01187,History,Ancient Civilizations,Spring 2024,Completed,Female,Junior,23,3.4,3,17568.14,4623.75,2024-01-24
STU01188,History,World History,Fall 2023,Enrolled,Female,Junior,25,2.95,1,16547.07,6417.69,2023-09-05
STU01189,Chemistry,Physical Chemistry,Spring 2024,Completed,Female,Sophomore,19,2.84,1,17779.26,868.84,2024-01-26
STU01190,Mathematics,Calculus I,Spring 2024,Completed,Male,Junior,27,3.12,3,10302.27,2670.41,2024-01-19
STU01191,Chemistry,Biochemistry,Fall 2023,Completed,Male,Graduate,23,2.96,3,16700.7,4895.4,2023-08-16
STU01192,Computer Science,Databases,Fall 2023,Enrolled,Non-binary,Senior,26,3.0,1,10342.88,5651.34,2023-09-04
STU01193,Economics,Game Theory,Spring 2025,Waitlisted,Female,Sophomore,24,3.31,2,6505.57,438.72,2025-01-12
STU01194,Biology,Microbiology,Fall 2023,Completed,Female,Senior,27,3.65,4,22988.25,1841.83,2023-08-19
STU01195,English,Creative Writing,Fall 2023,Enrolled,Female,Senior,24,3.33,2,16443.44,9198.61,2023-09-05
STU01196,Economics,International Economics,Spring 2025,Enrolled,Male,Sophomore,27,1.58,3,11819.24,7075.04,2025-01-08
STU01197,Computer Science,Networks,Spring 2025,Dropped,Male,Senior,25,3.26,4,5492.89,2296.1,2025-01-06
STU01198,History,Modern History,Fall 2023,Completed,Female,Freshman,22,3.02,2,13157.92,2745.66,2023-08-16
STU01199,Physics,Thermodynamics,Fall 2024,Dropped,Female,Graduate,32,3.24,4,22586.49,6968.75,2024-08-14
STU01200,History,US History,Spring 2025,Enrolled,Male,Senior,29,2.79,1,24649.65,13485.61,2025-01-11
STU01201,English,Poetry,Spring 2025,Completed,Male,Sophomore,21,3.04,1,21527.81,9061.04,2025-01-15
STU01202,Psychology,Cognitive Psychology,Spring 2023,Completed,Female,Sophomore,22,2.91,2,22166.61,6166.16,2023-01-15
STU01203,Mathematics,Statistics,Fall 2023,Enrolled,Female,Freshman,27,2.75,4,23629.58,4795.35,2023-08-30
STU01204,Computer Science,Web Dev,Spring 2024,Enrolled,Female,Senior,18,2.34,4,24620.9,9776.63,2024-01-28
STU01205,Physics,Mechanics,Spring 2023,Completed,Female,Senior,27,2.6,2,11313.37,850.21,2023-01-25
STU01206,Physics,Electromagnetism,Fall 2023,Dropped,Female,Sophomore,18,3.56,3,5238.36,439.06,2023-08-29
STU01207,Business Administration,Finance,Spring 2024,Completed,Male,Freshman,25,3.1,2,22387.05,9897.22,2024-01-13
STU01208,Economics,Microeconomics,Spring 2025,Completed,Male,Junior,26,3.29,4,22542.41,3289.12,2025-01-26
STU01209,Economics,International Economics,Fall 2024,Completed,Male,Senior,24,2.99,3,11847.9,3884.76,2024-08-26
STU01210,Chemistry,Analytical Chemistry,Fall 2024,Dropped,Male,Sophomore,27,3.69,2,20062.38,8756.66,2024-08-15
STU01211,Business Administration,Business Ethics,Spring 2024,Enrolled,Female,Graduate,25,2.9,1,23955.92,5700.42,2024-01-23
STU01212,History,World History,Fall 2023,Waitlisted,Male,Graduate,27,2.48,3,5980.09,2055.13,2023-08-28
STU01213,Mathematics,Probability,Fall 2024,Waitlisted,Female,Senior,22,2.52,1,16926.93,2784.95,2024-08-30
STU01214,English,Creative Writing,Spring 2025,Completed,Female,Senior,18,2.43,4,17513.0,6102.47,2025-01-10
STU01215,Physics,Thermodynamics,Fall 2023,Enrolled,Male,Senior,27,2.81,4,7522.2,586.09,2023-08-23
STU01216,English,Linguistics,Spring 2024,Enrolled,Male,Junior,22,2.52,1,17394.96,807.94,2024-01-17
STU01217,Physics,Thermodynamics,Fall 2024,Completed,Male,Freshman,21,2.45,2,17045.13,3296.44,2024-09-01
STU01218,Economics,Macroeconomics,Spring 2024,Enrolled,Male,Freshman,19,2.51,1,6415.83,2542.16,2024-01-09
STU01219,Physics,Thermodynamics,Spring 2023,Completed,Male,Freshman,29,3.08,3,24006.14,4320.22,2023-01-10
STU01220,Physics,Quantum Physics,Spring 2024,Enrolled,Male,Graduate,22,4.0,2,13639.79,270.17,2024-01-20
STU01221,Economics,Microeconomics,Spring 2025,Dropped,Female,Freshman,26,3.36,4,8517.81,1202.97,2025-01-17
STU01222,Chemistry,Analytical Chemistry,Spring 2023,Enrolled,Female,Sophomore,27,2.69,2,14671.49,128.94,2023-01-19
STU01223,English,American Literature,Fall 2023,Enrolled,Male,Freshman,20,3.43,3,10067.59,5406.76,2023-08-29
STU01224,Biology,Evolution,Fall 2024,Enrolled,Female,Sophomore,26,2.72,2,12015.55,6003.16,2024-08-30
STU01225,Computer Science,Operating Systems,Spring 2024,Dropped,Male,Sophomore,21,2.02,2,24681.79,4327.94,2024-01-14
STU01226,Psychology,Abnormal Psychology,Spring 2025,Enrolled,Male,Junior,26,2.5,3,12090.96,4095.89,2025-01-12
STU01227,Physics,Mechanics,Spring 2024,Enrolled,Male,Senior,20,3.38,2,8933.34,5077.53,2024-01-09
STU01228,Mathematics,Probability,Spring 2025,Completed,Male,Freshman,26,2.92,2,17273.66,2312.11,2025-01-25
STU01229,History,European History,Spring 2025,Completed,Non-binary,Graduate,23,2.61,2,15417.72,4339.1,2025-01-08
STU01230,Chemistry,General Chemistry,Fall 2024,Waitlisted,Female,Sophomore,23,3.39,3,11713.65,4038.27,2024-08-27
STU01231,Physics,Relativity,Spring 2025,Completed,Non-binary,Senior,27,2.61,1,13469.64,3655.93,2025-01-18
STU01232,English,Creative Writing,Fall 2024,Completed,Male,Sophomore,21,3.12,1,21800.38,7128.49,2024-08-15
STU01233,Biology,Cell Biology,Fall 2024,Waitlisted,Male,Senior,21,2.79,2,7492.3,1644.86,2024-08-13
STU01234,Business Administration,Marketing,Spring 2023,Enrolled,Male,Sophomore,22,2.85,4,9366.06,307.36,2023-01-24
STU01235,Biology,Evolution,Spring 2023,Waitlisted,Female,Senior,24,3.31,3,7811.84,1991.0,2023-01-26
STU01236,Physics,Thermodynamics,Fall 2023,Dropped,Male,Senior,22,1.71,3,8668.47,35.58,2023-08-28
STU01237,Computer Science,Machine Learning,Spring 2025,Enrolled,Male,Graduate,32,2.57,1,7636.14,4064.15,2025-01-07
STU01238,Biology,Evolution,Fall 2024,Enrolled,Female,Graduate,24,3.46,3,9472.25,4871.18,2024-08-29
STU01239,Physics,Quantum Physics,Fall 2024,Enrolled,Female,Sophomore,21,2.58,1,13755.3,2561.55,2024-08-28
STU01240,Physics,Electromagnetism,Spring 2023,Enrolled,Female,Sophomore,27,4.0,2,23723.53,13390.76,2023-01-26
STU01241,Psychology,Intro to Psychology,Spring 2024,Completed,Male,Sophomore,22,3.29,2,10056.75,406.0,2024-01-16
STU01242,History,US History,Fall 2024,Enrolled,Female,Sophomore,26,3.39,3,5074.05,494.91,2024-08-26
STU01243,Economics,Microeconomics,Spring 2025,Enrolled,Male,Senior,23,3.82,4,7921.93,3911.87,2025-01-21
STU01244,History,Modern History,Fall 2024,Completed,Male,Senior,28,2.39,1,18045.62,4387.22,2024-08-21
STU01245,History,Ancient Civilizations,Spring 2025,Dropped,Female,Graduate,27,3.5,2,24987.01,3169.82,2025-01-09
STU01246,Psychology,Cognitive Psychology,Fall 2023,Completed,Male,Senior,24,2.81,4,18257.2,10575.83,2023-08-19
STU01247,Mathematics,Linear Algebra,Spring 2023,Completed,Male,Sophomore,25,3.83,1,7714.92,4524.51,2023-01-18
STU01248,Computer Science,Web Dev,Spring 2024,Waitlisted,Female,Junior,27,3.11,4,8274.58,1486.56,2024-01-25
STU01249,Economics,Econometrics,Fall 2024,Completed,Male,Freshman,29,2.77,1,10213.23,567.01,2024-08-13
STU01250,History,Modern History,Fall 2023,Dropped,Female,Junior,20,3.41,4,17593.67,4393.08,2023-08-27
STU01251,English,Linguistics,Spring 2023,Enrolled,Male,Sophomore,24,2.93,2,6132.51,442.93,2023-01-21
STU01252,Economics,Microeconomics,Spring 2025,Enrolled,Female,Freshman,19,3.01,2,9874.16,1812.27,2025-01-10
STU01253,Chemistry,Physical Chemistry,Spring 2024,Completed,Male,Graduate,31,3.18,2,24674.7,5341.67,2024-01-09
STU01254,Computer Science,Data Structures,Spring 2025,Completed,Female,Senior,22,2.79,1,15000.68,1150.36,2025-01-08
STU01255,Psychology,Cognitive Psychology,Spring 2025,Enrolled,Male,Junior,20,3.77,4,13641.35,6518.31,2025-01-22
STU01256,Business Administration,Accounting,Fall 2024,Dropped,Female,Freshman,27,3.05,1,21272.18,9125.16,2024-08-22
STU01257,Business Administration,Accounting,Spring 2025,Enrolled,Male,Senior,24,2.95,3,17874.4,2972.27,2025-01-23
STU01258,Computer Science,Algorithms,Spring 2025,Enrolled,Male,Senior,28,3.14,4,19720.71,3786.57,2025-01-13
STU01259,Chemistry,Analytical Chemistry,Fall 2023,Enrolled,Female,Sophomore,19,3.82,4,7877.52,40.74,2023-08-22
STU01260,Physics,Optics,Spring 2025,Completed,Female,Sophomore,27,2.84,2,13705.85,4318.61,2025-01-23
STU01261,Computer Science,Algorithms,Spring 2025,Enrolled,Non-binary,Senior,27,3.52,4,7910.35,4167.07,2025-01-06
STU01262,Business Administration,Marketing,Spring 2025,Enrolled,Male,Senior,24,3.52,1,12658.06,1351.0,2025-01-13
STU01263,Chemistry,General Chemistry,Spring 2024,Completed,Male,Freshman,22,2.73,1,16564.37,5939.64,2024-01-22
STU01264,Computer Science,Databases,Spring 2025,Enrolled,Female,Freshman,29,3.05,1,18385.37,4942.93,2025-01-16
STU01265,Biology,Anatomy,Spring 2025,Enrolled,Female,Junior,19,3.36,4,12174.85,7273.1,2025-01-21
STU01266,Economics,Econometrics,Fall 2024,Enrolled,Female,Junior,18,2.49,3,7613.45,1329.31,2024-08-17
STU01267,Biology,Ecology,Fall 2024,Enrolled,Male,Junior,19,3.97,3,16724.71,4940.82,2024-08-21
STU01268,Mathematics,Calculus I,Spring 2024,Completed,Female,Sophomore,18,2.9,1,14278.73,2105.99,2024-01-13
STU01269,Business Administration,Marketing,Spring 2025,Enrolled,Female,Sophomore,23,2.56,3,23697.86,9058.54,2025-01-24
STU01270,Economics,Game Theory,Fall 2024,Waitlisted,Female,Sophomore,24,1.6,1,14130.18,1266.94,2024-08-24
STU01271,English,Creative Writing,Fall 2024,Waitlisted,Non-binary,Junior,22,3.84,4,9409.41,929.08,2024-08-13
STU01272,Biology,Anatomy,Spring 2024,Completed,Female,Junior,26,2.96,4,23531.71,10030.46,2024-01-09
STU01273,Economics,Microeconomics,Fall 2024,Enrolled,Male,Sophomore,20,2.67,1,24691.52,9872.77,2024-08-27
STU01274,Physics,Quantum Physics,Spring 2025,Enrolled,Female,Graduate,22,3.12,4,19297.97,4977.08,2025-01-14
STU01275,Physics,Quantum Physics,Spring 2025,Completed,Female,Sophomore,21,3.01,2,24456.88,71.44,2025-01-23
STU01276,Physics,Relativity,Fall 2024,Enrolled,Non-binary,Freshman,29,2.18,2,6572.53,1304.97,2024-08-24
STU01277,English,Composition,Spring 2025,Enrolled,Male,Senior,25,3.84,1,18694.5,2378.85,2025-01-08
STU01278,Physics,Optics,Fall 2024,Completed,Female,Junior,23,2.75,2,5831.2,723.53,2024-08-20
STU01279,Business Administration,Entrepreneurship,Spring 2023,Enrolled,Female,Senior,28,2.7,4,19048.11,3422.46,2023-01-11
STU01280,Biology,Genetics,Fall 2023,Enrolled,Male,Junior,23,2.96,2,22162.78,5424.62,2023-08-17
STU01281,Mathematics,Discrete Math,Spring 2024,Waitlisted,Female,Graduate,31,3.36,1,5897.21,2202.77,2024-01-25
STU01282,Chemistry,General Chemistry,Fall 2024,Enrolled,Male,Senior,26,3.74,3,17474.87,1405.24,2024-08-12
STU01283,English,Linguistics,Spring 2025,Enrolled,Female,Graduate,26,3.06,2,15404.64,343.03,2025-01-18
STU01284,Mathematics,Statistics,Spring 2023,Waitlisted,Male,Junior,18,3.14,2,23155.22,1214.49,2023-01-29
STU01285,Economics,International Economics,Spring 2023,Enrolled,Female,Freshman,20,3.35,3,9018.23,4356.45,2023-01-14
STU01286,Chemistry,Physical Chemistry,Spring 2025,Enrolled,Non-binary,Graduate,30,3.37,4,23817.53,2613.64,2025-01-22
STU01287,Biology,Microbiology,Fall 2023,Waitlisted,Male,Junior,19,4.0,2,17903.0,182.28,2023-08-25
STU01288,Biology,Evolution,Spring 2025,Enrolled,Female,Sophomore,24,3.69,4,10155.57,4273.65,2025-01-08
STU01289,History,European History,Spring 2025,Completed,Female,Freshman,19,3.6,4,5265.62,1712.43,2025-01-25
STU01290,English,Composition,Fall 2024,Waitlisted,Female,Senior,23,3.36,1,18346.64,1382.41,2024-08-17
STU01291,Psychology,Social Psychology,Fall 2023,Waitlisted,Female,Graduate,30,3.3,4,8447.73,4421.85,2023-08-26
STU01292,Mathematics,Calculus II,Fall 2023,Dropped,Female,Freshman,26,2.62,3,6675.82,2575.78,2023-08-19
STU01293,Economics,Macroeconomics,Fall 2024,Completed,Female,Sophomore,19,2.42,2,21073.87,10340.81,2024-09-01
STU01294,Biology,Evolution,Fall 2023,Completed,Male,Graduate,25,3.45,1,15037.39,4104.82,2023-09-05
STU01295,Physics,Quantum Physics,Spring 2025,Completed,Female,Freshman,18,3.17,1,15924.95,854.91,2025-01-17
STU01296,English,Composition,Fall 2023,Enrolled,Non-binary,Junior,27,2.56,4,22123.07,1317.27,2023-08-30
STU01297,Physics,Relativity,Fall 2024,Enrolled,Male,Senior,29,3.3,4,7023.31,2625.89,2024-08-29
STU01298,Chemistry,Physical Chemistry,Spring 2025,Completed,Male,Freshman,21,2.77,4,6932.81,1140.44,2025-01-21
STU01299,History,European History,Fall 2024,Completed,Male,Freshman,26,3.45,1,12702.12,3184.81,2024-08-16
STU01300,Mathematics,Statistics,Fall 2024,Waitlisted,Male,Graduate,33,3.41,4,10782.73,2919.65,2024-08-29
STU01301,Chemistry,General Chemistry,Spring 2025,Enrolled,Female,Senior,24,3.23,3,6578.6,756.56,2025-01-16
STU01302,Business Administration,Finance,Spring 2023,Enrolled,Female,Graduate,22,3.65,2,12174.54,3866.15,2023-01-28
STU01303,History,World History,Spring 2024,Dropped,Female,Graduate,26,1.5,4,14806.25,7522.63,2024-01-14
STU01304,Mathematics,Discrete Math,Spring 2025,Completed,Female,Freshman,25,2.69,2,13070.4,2613.82,2025-01-22
STU01305,Mathematics,Calculus II,Spring 2025,Completed,Male,Senior,20,3.47,3,14729.66,2952.23,2025-01-09
STU01306,Mathematics,Calculus I,Spring 2023,Enrolled,Male,Graduate,31,2.77,3,9776.9,5568.62,2023-01-25
STU01307,Computer Science,Data Structures,Spring 2025,Completed,Male,Graduate,31,3.0,2,9209.19,3810.3,2025-01-08
STU01308,History,World History,Fall 2023,Enrolled,Female,Junior,27,2.47,4,10807.24,531.79,2023-08-17
STU01309,Physics,Optics,Spring 2024,Enrolled,Female,Junior,18,2.5,2,10562.24,1168.83,2024-01-13
STU01310,Mathematics,Probability,Spring 2025,Enrolled,Male,Junior,25,3.7,2,10518.98,4613.69,2025-01-14
STU01311,Physics,Optics,Fall 2024,Completed,Male,Graduate,33,2.51,4,14785.59,2538.0,2024-08-12
STU01312,Mathematics,Discrete Math,Fall 2023,Enrolled,Female,Senior,22,3.47,4,9099.58,4051.11,2023-08-29
STU01313,Mathematics,Linear Algebra,Fall 2024,Waitlisted,Male,Sophomore,27,3.38,1,8671.28,4271.05,2024-08-21
STU01314,Chemistry,Organic Chemistry,Fall 2024,Completed,Female,Graduate,22,3.58,2,15384.14,2163.35,2024-08-27
STU01315,History,US History,Fall 2023,Dropped,Male,Graduate,29,3.44,2,15896.49,2572.78,2023-08-23
STU01316,Mathematics,Linear Algebra,Spring 2023,Enrolled,Female,Freshman,29,3.0,3,14071.46,321.24,2023-01-19
STU01317,Mathematics,Linear Algebra,Spring 2025,Dropped,Male,Sophomore,23,3.39,3,15194.52,2735.63,2025-01-17
STU01318,Computer Science,Data Structures,Spring 2024,Waitlisted,Male,Freshman,28,3.41,1,12519.42,5681.14,2024-01-25
STU01319,Physics,Optics,Fall 2024,Enrolled,Female,Senior,28,3.0,1,23663.86,9050.04,2024-08-30
STU01320,Psychology,Social Psychology,Fall 2024,Waitlisted,Female,Graduate,32,2.66,1,14426.44,8492.25,2024-08-19
STU01321,Computer Science,Algorithms,Fall 2023,Dropped,Male,Graduate,34,3.26,4,6904.98,113.81,2023-08-24
STU01322,Economics,Game Theory,Spring 2023,Enrolled,Female,Sophomore,20,2.86,2,24871.56,2609.78,2023-01-21
STU01323,Physics,Quantum Physics,Fall 2024,Enrolled,Female,Junior,29,3.37,2,15107.07,6163.43,2024-09-01
STU01324,Business Administration,Management,Fall 2024,Enrolled,Non-binary,Senior,27,2.7,3,19466.61,1589.13,2024-09-02
STU01325,Chemistry,Analytical Chemistry,Spring 2024,Completed,Female,Sophomore,22,2.86,3,9979.54,2229.27,2024-01-11
STU01326,Mathematics,Linear Algebra,Spring 2024,Enrolled,Male,Freshman,29,2.69,1,14779.02,3612.65,2024-01-26
STU01327,Biology,Cell Biology,Fall 2023,Enrolled,Female,Graduate,24,3.17,4,6090.19,3056.45,2023-08-16
STU01328,Computer Science,Operating Systems,Fall 2024,Waitlisted,Male,Senior,23,2.84,1,15540.15,5236.36,2024-08-15
STU01329,History,World History,Fall 2024,Waitlisted,Female,Senior,29,2.8,3,16869.93,2126.8,2024-08-18
STU01330,Biology,Evolution,Fall 2024,Waitlisted,Non-binary,Graduate,33,2.59,1,12790.32,1849.97,2024-08-25
STU01331,Business Administration,Management,Spring 2025,Completed,Female,Graduate,27,2.73,2,7912.57,3311.09,2025-01-11
STU01332,Physics,Mechanics,Spring 2024,Enrolled,Male,Freshman,19,2.89,4,24996.98,32.76,2024-01-08
STU01333,Economics,International Economics,Fall 2023,Waitlisted,Male,Sophomore,19,2.89,1,6450.45,2721.88,2023-09-04
STU01334,Chemistry,Biochemistry,Spring 2024,Enrolled,Male,Graduate,23,3.35,4,15434.24,2432.46,2024-01-27
STU01335,Biology,Ecology,Spring 2025,Waitlisted,Female,Freshman,27,2.69,4,13045.21,400.94,2025-01-15
STU01336,Business Administration,Management,Spring 2023,Enrolled,Male,Junior,23,2.49,3,7466.37,1796.28,2023-01-13
STU01337,Mathematics,Calculus I,Spring 2024,Completed,Male,Freshman,22,2.95,1,15403.89,5228.78,2024-01-12
STU01338,History,Ancient Civilizations,Fall 2023,Completed,Female,Senior,19,2.85,1,12232.15,2982.82,2023-08-21
STU01339,Economics,Microeconomics,Fall 2023,Completed,Male,Senior,24,3.23,3,7427.44,4393.78,2023-09-01
STU01340,Chemistry,Biochemistry,Spring 2024,Enrolled,Female,Freshman,29,2.69,4,12804.77,4445.03,2024-01-12
STU01341,Economics,Macroeconomics,Spring 2023,Completed,Male,Sophomore,20,1.89,1,24441.59,2334.06,2023-01-20
STU01342,Biology,Ecology,Spring 2023,Enrolled,Female,Freshman,25,3.11,2,22336.43,11980.9,2023-01-16
